crop,state,rainfall_mm,temperature_c,soil_moisture_pct,soil_ph,fertilizer_kg_ha,farm_size_ha,yield_tons_ha
rice,MP,1949.6,33.8,52.5,5.85,180.4,10.41,12.308
maize,Maharashtra,1427.8,20.8,56.8,6.72,153.7,12.62,11.804
soybean,Telangana,1445.3,24.0,52.3,6.15,119.5,9.06,5.874
wheat,AP,1040.7,15.7,84.4,6.25,158.0,4.55,8.645
maize,Punjab,1418.9,31.5,62.6,6.45,212.8,12.82,13.89
maize,MP,1419.2,21.0,57.0,6.5,166.8,7.17,12.644
maize,Telangana,1457.4,24.3,70.7,5.93,215.4,13.42,14.033
soybean,Telangana,1035.7,31.2,68.8,6.69,127.0,12.64,5.372
tomato,Karnataka,937.0,29.6,77.1,6.84,250.1,1.74,66.901
soybean,Telangana,611.8,22.1,64.8,6.95,142.0,10.13,4.638
maize,Telangana,1151.4,24.9,60.7,6.5,162.4,2.63,11.792
maize,Karnataka,874.3,31.0,64.8,6.65,210.9,5.06,12.091
maize,Punjab,1247.4,22.0,72.4,6.01,195.9,11.97,13.255
cotton,Telangana,1379.9,35.8,61.9,7.67,136.7,2.09,4.482
soybean,Telangana,1075.9,24.4,71.4,7.18,143.9,11.02,5.468
groundnut,Maharashtra,1083.8,25.5,56.8,6.64,72.7,10.58,3.812
wheat,MP,691.0,17.2,76.5,7.26,165.3,9.16,7.398
groundnut,Maharashtra,717.9,25.0,48.1,6.65,76.6,12.73,3.101
groundnut,AP,1127.1,30.7,43.2,6.54,118.8,12.4,4.045
cotton,Punjab,983.7,29.2,46.7,6.89,80.4,6.96,3.999
cotton,AP,863.7,39.2,60.5,6.78,97.4,11.36,4.208
tomato,Maharashtra,621.1,27.9,81.2,6.26,211.3,1.8,55.504
maize,Telangana,713.7,29.4,82.6,5.83,179.2,12.03,11.023
rice,AP,965.8,28.0,84.4,6.09,197.2,6.45,11.289
soybean,Punjab,1003.3,30.8,31.0,6.28,136.5,13.85,4.972
soybean,AP,672.4,23.8,82.1,7.12,115.7,2.53,4.438
wheat,Maharashtra,1154.7,16.7,78.0,6.72,95.8,10.54,7.764
soybean,Punjab,1390.2,30.9,31.5,6.07,88.4,8.94,4.638
wheat,Punjab,844.5,21.9,66.7,6.56,174.5,9.13,8.511
maize,Karnataka,1366.0,24.9,32.3,5.98,183.9,6.0,10.66
tomato,MP,1164.7,27.8,61.3,6.98,229.6,12.62,65.695
wheat,Punjab,725.4,19.2,66.8,6.99,155.1,11.31,7.313
cotton,Telangana,1306.9,25.5,66.9,7.99,146.3,14.52,4.502
soybean,MP,650.8,26.7,55.3,6.42,105.9,11.73,3.756
tomato,Telangana,831.9,21.0,48.8,5.89,263.6,1.25,57.027
tomato,MP,910.9,27.8,53.6,6.94,261.9,4.84,61.847
rice,Telangana,1613.2,25.1,73.9,5.99,129.2,2.98,10.706
soybean,Maharashtra,1082.9,28.5,43.6,6.92,109.7,3.95,4.827
cotton,Telangana,1357.4,38.7,62.0,7.82,141.6,8.64,4.089
cotton,Karnataka,1250.3,28.4,84.3,7.66,124.3,3.55,4.532
rice,AP,1119.2,22.8,47.1,6.32,152.2,14.8,10.279
maize,AP,1097.2,30.5,69.5,6.83,204.0,7.75,12.853
groundnut,Punjab,1086.5,26.8,76.1,5.97,85.5,13.45,3.827
groundnut,Punjab,980.5,26.0,72.1,6.11,89.2,13.43,3.892
groundnut,Karnataka,730.1,37.8,57.9,6.81,77.8,3.85,2.928
tomato,Punjab,468.4,28.4,31.4,6.39,298.4,12.56,53.45
rice,AP,1422.1,27.2,56.0,6.86,109.3,9.96,9.823
maize,Telangana,774.7,23.0,78.0,5.98,171.2,9.05,11.083
tomato,Karnataka,844.5,20.9,41.6,6.61,282.3,2.83,61.021
wheat,Telangana,689.0,16.5,42.7,6.33,122.5,10.16,6.968
wheat,MP,804.5,13.9,39.5,7.4,132.2,4.46,5.927
soybean,Maharashtra,625.0,26.3,39.4,6.51,147.5,12.01,4.365
cotton,MP,1166.7,29.2,65.5,7.51,90.9,14.85,3.757
cotton,MP,727.8,32.0,57.5,7.29,82.1,1.71,3.495
maize,Maharashtra,1229.7,21.0,56.1,6.74,163.2,6.59,11.181
soybean,MP,815.9,25.0,41.6,6.87,129.1,12.63,4.505
groundnut,AP,1069.1,27.9,37.6,6.7,117.2,14.69,3.965
soybean,Karnataka,806.6,29.9,61.1,6.37,83.8,5.1,4.412
groundnut,MP,630.8,29.6,69.7,6.22,113.4,2.6,3.703
tomato,Maharashtra,834.3,26.4,72.1,6.36,218.6,5.98,63.814
rice,Maharashtra,1497.8,25.5,59.5,6.83,147.1,13.04,11.045
tomato,Punjab,465.8,21.8,60.8,5.95,299.4,13.26,59.204
rice,Maharashtra,1894.1,27.9,68.1,6.71,125.6,6.37,12.009
wheat,AP,840.0,12.3,48.9,6.28,126.5,6.89,6.604
soybean,AP,1304.2,29.8,44.5,6.81,91.0,14.35,4.787
maize,Telangana,1050.0,23.9,83.1,6.95,177.5,11.89,12.439
cotton,Punjab,1233.7,32.2,32.5,6.27,101.2,5.72,4.174
cotton,Telangana,943.9,33.7,67.3,7.46,128.4,13.05,3.905
wheat,Maharashtra,1189.7,21.6,79.8,7.08,101.7,7.37,7.649
groundnut,AP,572.2,37.6,82.7,6.67,103.6,6.41,3.553
tomato,Telangana,411.3,19.5,55.4,6.14,151.8,8.08,43.741
tomato,Maharashtra,480.3,20.2,31.4,6.42,248.7,8.34,46.212
soybean,Punjab,665.8,24.0,44.0,6.61,114.7,13.65,4.136
soybean,Karnataka,1366.4,25.3,60.0,7.08,87.8,14.43,5.118
rice,Maharashtra,1760.2,26.6,56.7,6.23,118.8,7.98,11.179
groundnut,AP,732.3,29.8,60.4,5.63,98.5,1.09,3.279
rice,Karnataka,1454.9,27.9,66.0,6.81,139.9,9.42,11.169
soybean,MP,678.2,20.3,75.2,6.64,113.7,6.51,4.746
rice,Punjab,1583.0,23.9,76.0,6.23,196.4,10.99,12.547
cotton,Karnataka,954.8,31.8,72.1,7.53,124.3,14.56,4.213
cotton,Maharashtra,777.1,30.6,56.2,7.04,82.8,13.0,3.857
soybean,AP,1370.0,22.1,42.4,6.23,107.5,10.3,5.021
soybean,Maharashtra,1135.9,29.6,49.3,7.39,147.5,12.91,4.604
soybean,Punjab,1442.2,30.7,73.4,6.62,80.4,13.27,5.607
soybean,Maharashtra,1000.5,26.8,71.1,6.48,91.2,0.52,5.321
soybean,Telangana,1378.2,22.7,43.6,6.5,121.1,12.79,5.712
wheat,Telangana,433.1,12.6,62.3,6.07,126.9,1.15,5.605
rice,Punjab,1382.6,32.4,78.8,6.44,110.5,13.8,11.339
wheat,MP,807.0,24.4,73.0,6.3,114.6,11.86,7.088
cotton,AP,1373.7,35.5,55.7,7.27,116.7,6.39,4.113
rice,AP,927.8,34.0,54.5,5.54,110.5,4.31,8.045
groundnut,MP,582.2,26.7,35.7,6.7,105.5,10.18,3.385
cotton,Maharashtra,843.0,35.0,52.5,6.74,97.5,11.57,4.021
maize,Karnataka,799.9,32.5,50.6,6.86,163.3,9.38,9.874
rice,MP,1276.9,24.3,44.8,5.54,163.7,7.23,8.778
tomato,Punjab,539.9,24.1,43.9,6.19,243.6,3.61,52.512
tomato,Telangana,498.6,20.7,79.1,6.36,278.6,12.56,64.68
groundnut,Telangana,588.9,26.5,52.8,6.92,106.4,3.97,3.682
cotton,Telangana,1130.3,31.0,65.7,7.69,110.2,3.45,3.912
wheat,MP,1145.1,13.8,55.7,6.67,175.1,1.64,8.497
rice,AP,1147.8,34.8,50.2,5.98,101.2,14.96,8.325
maize,Karnataka,1022.8,23.4,56.7,6.59,125.2,10.87,10.814
cotton,Maharashtra,1047.7,27.8,74.3,6.12,105.1,6.58,4.486
maize,Maharashtra,1041.7,29.0,60.4,6.33,134.6,14.67,11.051
soybean,Punjab,1236.3,20.4,82.0,7.19,114.6,5.19,5.469
cotton,Punjab,1460.5,29.1,68.0,6.94,140.2,12.66,4.934
wheat,Punjab,680.0,12.6,32.0,6.83,84.8,1.44,5.559
soybean,AP,966.3,25.9,49.7,6.52,97.8,3.3,4.629
wheat,Maharashtra,781.5,14.5,61.3,6.15,150.3,12.24,7.499
groundnut,Punjab,606.6,35.1,84.5,5.67,103.7,14.39,3.379
rice,Punjab,1673.7,22.1,30.4,5.65,159.7,13.68,9.895
maize,Punjab,740.9,29.3,84.7,6.85,213.4,11.56,12.199
groundnut,AP,566.2,26.4,35.8,5.7,96.9,8.77,2.905
tomato,Maharashtra,1123.1,25.5,68.7,6.98,154.6,0.88,54.574
tomato,Karnataka,647.6,19.9,40.1,6.59,285.7,13.85,60.936
maize,MP,1235.7,34.4,48.6,5.98,163.5,6.13,11.031
wheat,Maharashtra,548.4,18.1,30.6,6.67,171.9,14.84,6.924
rice,Punjab,1070.7,22.0,82.6,6.5,115.7,9.26,10.5
rice,Telangana,1326.0,28.5,41.3,6.7,164.0,9.34,10.447
rice,Punjab,873.6,27.0,35.8,5.84,183.9,5.73,8.667
wheat,AP,885.2,15.6,65.0,6.3,112.6,10.89,7.455
rice,MP,906.6,25.0,72.9,5.78,174.6,11.77,8.581
rice,AP,1533.5,25.8,76.7,6.35,199.2,4.58,13.41
wheat,Punjab,1185.2,13.5,32.2,7.34,168.3,10.21,7.344
cotton,Karnataka,1048.9,31.2,33.4,7.84,157.9,13.88,3.342
groundnut,Telangana,736.1,34.9,32.2,6.67,103.5,2.43,3.005
rice,Telangana,1861.0,34.9,44.4,5.57,155.4,12.57,10.624
groundnut,AP,889.8,35.9,45.9,6.9,76.7,4.43,3.184
wheat,MP,969.7,23.5,72.2,6.53,137.2,13.52,8.203
soybean,Telangana,1416.2,25.3,42.2,7.35,134.4,13.98,4.955
wheat,Telangana,933.9,11.6,48.5,6.1,176.8,12.74,7.612
cotton,Karnataka,1216.7,26.3,77.7,6.82,128.6,10.86,5.104
tomato,Maharashtra,1162.6,24.9,83.9,5.87,193.9,9.43,67.282
cotton,Telangana,1049.9,26.5,58.2,6.15,127.4,5.71,4.356
wheat,Karnataka,737.2,13.0,73.2,6.53,168.5,5.92,8.378
tomato,Karnataka,748.7,29.1,38.7,5.94,269.2,3.09,51.064
wheat,Maharashtra,440.6,19.0,70.3,6.91,86.6,7.3,5.837
cotton,Telangana,1344.2,29.8,41.1,6.97,100.9,0.51,4.189
groundnut,MP,506.3,28.7,33.5,5.52,82.5,1.07,2.57
wheat,Maharashtra,820.5,11.3,52.0,6.01,150.3,4.68,6.773
maize,Maharashtra,814.7,32.0,57.5,6.01,195.6,1.69,10.509
tomato,MP,608.1,25.0,70.2,6.85,289.6,11.05,61.955
tomato,AP,522.3,24.3,51.8,6.2,277.2,7.78,55.53
wheat,Maharashtra,566.3,22.5,50.3,6.72,103.1,4.63,6.003
cotton,Maharashtra,843.5,26.4,52.8,6.38,159.4,13.95,4.61
wheat,AP,846.3,15.2,74.6,6.97,122.2,6.76,6.787
wheat,Punjab,923.8,16.0,81.9,6.41,141.4,2.42,8.826
cotton,Karnataka,1088.7,32.9,75.7,7.92,128.5,7.96,4.055
soybean,Telangana,1357.1,22.4,61.4,6.48,116.2,3.31,5.552
soybean,AP,1282.9,28.8,47.0,7.26,145.3,12.96,5.094
wheat,Karnataka,615.7,20.6,70.0,7.39,162.5,6.12,6.826
cotton,Karnataka,761.5,32.1,54.8,7.26,121.6,14.62,3.714
soybean,Maharashtra,684.2,23.3,49.0,6.98,102.1,13.44,4.141
rice,Karnataka,923.4,26.0,39.5,5.61,155.6,12.93,7.633
rice,AP,1539.6,26.4,49.3,6.27,190.9,5.37,11.829
groundnut,MP,723.1,26.0,81.3,5.77,116.9,3.76,3.483
wheat,Punjab,548.2,10.7,36.0,7.24,112.5,12.59,5.318
rice,Karnataka,1620.5,33.8,33.4,6.23,112.8,5.12,9.475
soybean,Punjab,688.5,27.7,82.8,6.21,138.7,2.47,5.012
wheat,Punjab,1149.8,17.1,41.6,6.8,154.8,14.7,7.659
wheat,MP,1148.0,20.3,32.6,6.06,94.2,14.62,6.618
wheat,Maharashtra,748.8,17.0,51.8,7.17,102.0,14.39,5.842
wheat,Telangana,416.4,14.0,49.9,6.07,95.5,0.8,5.182
wheat,Maharashtra,1036.5,16.2,70.9,7.48,147.9,3.29,7.6
cotton,Telangana,874.7,32.1,33.4,6.2,93.8,8.62,3.387
rice,AP,1899.3,29.0,78.7,5.89,105.9,7.44,10.552
tomato,Maharashtra,1069.3,24.5,46.3,5.84,260.4,11.47,59.13
tomato,MP,810.9,24.0,81.6,6.93,173.0,8.65,55.742
soybean,Karnataka,1274.6,29.9,63.8,6.72,127.5,6.4,5.704
maize,Punjab,692.4,22.5,47.5,6.68,183.7,9.71,9.737
cotton,Karnataka,1342.2,31.2,75.7,7.14,86.3,12.04,4.601
tomato,Telangana,946.5,22.5,38.0,6.81,267.1,9.22,60.648
wheat,AP,582.3,13.5,72.8,7.15,81.9,8.14,6.409
cotton,Punjab,798.7,38.4,69.7,7.97,100.1,7.83,3.381
cotton,Maharashtra,724.8,28.6,66.1,7.84,83.2,9.77,2.97
maize,MP,968.2,32.8,58.2,6.0,143.2,6.44,10.264
tomato,Karnataka,1163.9,23.6,63.4,5.78,257.7,12.33,64.338
tomato,Punjab,435.9,26.9,69.4,6.98,230.7,6.9,54.85
groundnut,Punjab,533.0,25.5,38.5,6.47,92.9,8.45,2.954
groundnut,MP,941.6,30.8,52.8,6.74,72.8,8.15,3.598
maize,Telangana,556.5,33.7,59.2,6.06,157.9,14.65,9.105
wheat,Karnataka,665.7,20.4,49.8,6.82,147.5,3.31,6.763
groundnut,AP,949.2,34.6,40.7,5.68,75.4,12.7,3.151
rice,Karnataka,1340.9,32.7,34.2,6.58,191.4,7.88,10.393
wheat,AP,735.2,21.9,53.7,6.74,129.3,3.81,7.21
tomato,Karnataka,696.3,26.5,57.4,5.61,223.0,9.43,47.545
wheat,Telangana,915.6,17.4,43.8,7.15,150.1,11.87,6.592
groundnut,Punjab,918.9,37.1,79.8,6.67,95.7,9.21,3.668
tomato,Punjab,498.2,23.7,65.9,6.31,233.2,7.83,55.882
wheat,Punjab,1085.6,19.9,65.0,7.29,107.6,10.86,7.37
wheat,Telangana,875.9,19.2,39.2,6.8,143.0,10.43,6.866
wheat,Maharashtra,761.6,15.0,76.1,6.71,142.2,7.51,7.793
rice,Punjab,1216.0,27.4,41.5,6.34,129.4,2.54,8.645
cotton,Punjab,660.3,25.9,63.5,6.88,126.8,1.03,3.894
groundnut,Maharashtra,733.5,28.4,56.6,5.94,116.2,6.8,3.522
groundnut,Maharashtra,1151.5,29.0,57.0,5.77,95.7,1.4,4.069
wheat,Karnataka,1196.4,16.3,75.7,6.77,87.5,1.92,8.132
groundnut,Punjab,744.0,29.4,83.9,5.99,117.0,14.61,3.778
tomato,Telangana,631.4,26.5,30.5,6.24,242.5,11.85,51.323
soybean,Telangana,669.1,29.5,67.0,6.88,114.3,7.83,4.705
cotton,Maharashtra,1193.6,34.2,48.5,7.06,93.8,10.55,4.043
groundnut,MP,784.3,34.9,56.9,5.51,100.7,5.96,2.929
cotton,AP,952.3,31.6,73.8,7.34,116.3,9.78,4.012
rice,Telangana,1414.2,31.8,69.8,5.9,134.8,8.42,10.347
soybean,MP,946.6,22.9,74.2,6.82,129.5,13.87,5.203
rice,Telangana,1919.1,30.0,61.9,6.08,188.7,7.09,13.019
maize,Telangana,655.2,24.7,48.1,6.92,153.8,9.9,8.838
cotton,AP,1475.5,29.1,45.1,7.57,103.0,1.33,3.977
groundnut,Punjab,1071.1,25.8,49.7,6.03,72.0,5.64,3.251
groundnut,Karnataka,1034.8,34.0,58.5,6.01,68.8,13.82,3.488
tomato,Punjab,645.3,20.7,56.0,6.6,261.8,14.23,58.37
wheat,Punjab,1164.8,17.8,56.6,7.41,144.3,9.84,6.879
cotton,Karnataka,1232.9,37.6,60.3,6.61,81.2,7.59,4.728
rice,Maharashtra,1559.0,34.2,74.7,6.1,189.4,2.84,12.559
tomato,Maharashtra,551.5,19.5,47.6,5.86,158.9,4.6,44.67
groundnut,Karnataka,601.3,33.1,69.0,5.84,67.3,0.83,2.849
tomato,Punjab,1014.7,23.7,68.2,6.93,236.9,13.9,62.856
groundnut,AP,1139.4,30.8,63.5,6.85,114.4,7.11,4.199
rice,MP,1784.1,34.4,58.5,6.12,169.8,2.12,12.096
groundnut,MP,971.5,32.6,44.3,5.55,63.7,11.3,2.844
cotton,AP,1091.5,34.3,43.7,6.91,104.0,9.04,3.926
tomato,Punjab,722.4,26.3,76.2,6.11,155.5,5.12,52.847
maize,Karnataka,1355.1,29.2,70.5,6.92,171.8,13.8,12.719
tomato,AP,421.1,19.4,56.6,6.96,281.0,14.43,49.928
soybean,Punjab,1260.7,21.8,84.3,7.17,105.2,12.23,5.59
soybean,Telangana,806.5,31.5,32.0,6.05,95.6,14.51,3.849
maize,MP,784.1,24.3,42.2,6.76,145.6,10.62,9.556
soybean,Telangana,611.8,31.2,55.8,6.47,133.5,2.44,4.46
maize,Punjab,532.4,20.2,41.5,6.42,125.8,13.9,8.611
maize,Karnataka,790.8,30.9,40.2,6.86,124.6,6.12,8.118
soybean,Karnataka,841.8,21.6,46.1,6.24,122.5,6.3,4.363
wheat,Punjab,788.0,18.8,42.5,7.12,111.9,14.49,6.188
tomato,Punjab,512.7,25.8,48.2,6.69,292.5,9.51,59.79
tomato,Punjab,846.3,20.0,77.5,6.37,277.4,7.51,71.295
soybean,AP,939.4,31.1,69.4,7.48,107.7,8.93,4.272
rice,Punjab,985.0,26.8,81.0,5.59,161.3,8.62,9.81
cotton,Punjab,718.0,32.5,54.6,6.39,125.7,10.36,4.369
wheat,Punjab,688.8,19.3,74.0,7.3,89.3,3.97,6.19
wheat,Karnataka,943.2,19.2,56.9,6.12,146.7,11.42,7.629
rice,Karnataka,1109.9,29.1,71.0,6.22,138.6,8.69,9.905
wheat,Punjab,461.9,19.1,47.7,6.92,118.1,1.41,6.005
tomato,Maharashtra,669.3,29.4,71.5,6.51,219.0,11.79,58.888
rice,MP,917.2,31.3,55.9,6.88,116.2,11.21,8.438
wheat,AP,974.2,23.4,69.2,6.12,87.2,6.28,7.883
tomato,Punjab,1035.7,25.8,45.9,5.93,255.2,1.05,58.407
soybean,MP,1039.8,29.2,54.7,7.3,104.8,7.32,4.627
rice,Punjab,1896.7,30.5,50.5,5.82,116.5,5.53,9.913
maize,AP,837.4,23.7,32.0,6.59,185.8,14.24,10.337
tomato,Telangana,922.1,29.5,30.3,6.73,171.0,4.97,48.457
tomato,Telangana,969.4,24.2,78.3,5.88,263.5,10.15,63.491
wheat,Karnataka,978.5,10.3,48.4,6.96,156.7,1.6,7.514
maize,AP,641.8,25.6,77.4,6.65,201.7,8.19,12.05
groundnut,Punjab,551.4,31.0,66.9,5.92,64.6,14.67,2.956
maize,Punjab,797.3,21.3,48.9,6.07,148.5,9.69,9.624
groundnut,AP,1020.1,36.2,74.1,6.04,99.6,10.64,3.683
wheat,Punjab,795.7,22.0,31.0,7.36,135.7,12.36,5.785
groundnut,Karnataka,861.3,37.3,68.5,6.11,110.9,14.53,3.954
wheat,Maharashtra,1126.1,18.5,60.4,6.71,110.6,8.8,7.855
groundnut,Karnataka,515.9,36.3,47.1,6.42,77.7,7.25,3.125
maize,MP,504.3,20.4,31.2,6.23,132.4,12.96,7.769
soybean,AP,1153.9,24.6,56.0,6.19,94.8,14.6,4.506
rice,Telangana,1183.3,22.1,61.5,6.95,151.7,10.16,10.078
maize,Punjab,948.7,25.6,37.6,6.79,206.5,8.37,11.277
cotton,Punjab,1045.0,35.5,67.5,6.01,85.8,4.71,4.349
maize,AP,1332.7,22.2,44.3,6.68,149.3,12.41,10.689
tomato,Maharashtra,1046.7,18.1,62.2,6.67,179.2,6.99,56.325
groundnut,Punjab,525.9,25.5,72.8,6.49,117.1,7.3,3.8
groundnut,Telangana,531.5,27.1,76.4,6.96,83.9,10.72,3.376
wheat,Maharashtra,763.9,23.0,41.5,6.83,104.6,11.42,6.331
cotton,Telangana,1422.8,25.3,61.8,7.26,128.4,7.38,4.757
maize,Punjab,615.5,20.7,66.7,5.83,134.7,7.66,9.077
groundnut,MP,630.3,34.8,30.8,5.95,85.5,12.73,2.833
rice,MP,1757.5,23.5,84.0,5.87,134.6,11.84,11.751
groundnut,Maharashtra,841.0,34.3,78.3,6.6,94.1,2.79,3.938
cotton,Maharashtra,654.3,31.3,61.9,6.4,143.2,5.73,4.27
wheat,Maharashtra,850.5,16.5,57.5,6.08,146.5,4.52,7.217
cotton,Maharashtra,980.7,37.6,81.2,6.85,146.4,0.8,4.591
rice,Telangana,960.8,23.6,82.9,6.18,176.4,6.56,11.202
groundnut,Punjab,1004.8,32.7,49.8,6.64,71.6,10.23,3.756
soybean,AP,720.1,23.9,44.9,6.36,84.3,13.72,3.896
wheat,Maharashtra,613.3,15.9,82.8,7.07,91.7,1.12,6.846
groundnut,MP,697.5,26.5,46.0,6.78,100.8,0.75,3.301
tomato,Karnataka,1129.5,22.3,75.1,6.19,254.8,1.95,72.247
maize,Karnataka,759.3,27.5,56.5,6.83,168.7,9.47,10.439
wheat,Karnataka,446.6,13.6,43.3,6.58,172.8,5.8,7.086
maize,Punjab,802.1,30.3,70.4,6.32,139.6,0.89,10.074
soybean,AP,1211.9,25.5,50.5,6.89,121.7,14.04,4.803
cotton,Karnataka,1228.2,26.1,44.4,7.67,83.3,11.56,3.489
maize,Telangana,1485.7,26.2,33.6,6.25,206.5,8.56,12.532
groundnut,MP,570.1,32.0,62.3,5.7,113.4,3.9,3.185
maize,Telangana,987.5,22.8,74.5,6.65,131.8,6.24,10.272
rice,Karnataka,1213.6,30.7,66.9,6.83,170.1,11.48,10.331
tomato,Telangana,918.8,21.8,41.4,5.91,225.0,13.23,52.729
tomato,AP,522.0,29.0,49.4,5.7,280.5,2.03,49.323
rice,AP,1751.0,27.0,47.4,5.75,195.2,11.68,11.134
rice,Punjab,1738.0,28.3,44.3,6.89,180.0,6.74,12.503
cotton,Karnataka,1380.4,39.5,37.8,7.5,127.9,1.57,3.923
rice,MP,1446.9,33.0,53.3,5.98,104.0,14.55,9.178
wheat,MP,876.1,18.0,37.9,6.98,137.4,4.23,6.967
groundnut,AP,964.3,30.8,47.2,5.77,60.5,1.3,3.241
wheat,MP,773.2,17.1,36.6,6.37,140.2,9.7,6.818
groundnut,Karnataka,1032.5,33.4,59.1,6.76,103.8,8.06,3.873
rice,Telangana,1154.9,30.1,57.8,5.88,177.2,1.75,9.632
wheat,Punjab,855.4,15.1,52.3,6.02,100.1,3.4,6.918
maize,MP,1147.0,30.3,44.4,6.53,218.5,4.36,12.794
rice,Maharashtra,1382.8,23.3,82.7,5.91,148.3,14.48,10.734
rice,Maharashtra,1850.5,33.8,35.0,6.46,120.2,13.76,11.156
wheat,Telangana,636.7,17.3,45.8,6.03,170.7,0.91,6.774
wheat,Maharashtra,491.3,22.8,73.3,7.0,148.1,7.61,7.239
groundnut,Punjab,920.1,33.5,81.6,5.61,61.1,4.44,3.528
wheat,MP,766.6,22.8,75.7,6.42,100.4,5.23,7.122
maize,Maharashtra,1499.2,32.2,72.6,6.3,155.4,7.89,13.156
maize,MP,686.0,26.0,43.2,6.07,133.6,13.08,8.645
maize,Karnataka,1472.5,20.1,81.4,6.59,205.7,2.59,14.851
tomato,Telangana,985.5,22.2,33.7,5.97,167.4,2.17,47.878
cotton,MP,610.1,35.4,70.2,7.54,125.4,9.96,3.145
cotton,Punjab,1474.7,34.8,57.3,6.39,115.8,11.49,4.921
tomato,Punjab,811.9,26.2,41.6,5.54,266.5,10.02,48.183
wheat,Karnataka,900.9,19.3,44.2,6.73,80.8,2.08,6.72
tomato,Maharashtra,1067.0,28.4,43.2,6.46,188.5,4.53,58.744
groundnut,Punjab,850.4,33.9,49.2,5.87,118.1,14.02,3.421
soybean,Maharashtra,766.5,23.9,84.2,6.2,134.2,8.42,5.491
maize,Karnataka,912.3,28.9,55.9,6.82,145.4,11.4,10.458
cotton,MP,1214.3,36.3,39.1,7.94,122.4,14.1,3.694
maize,Telangana,1087.5,33.3,59.2,6.4,179.0,4.59,12.041
soybean,Telangana,1058.5,22.8,33.0,7.34,146.5,9.52,4.509
rice,MP,1369.2,26.2,66.9,5.68,130.2,1.23,8.663
cotton,Karnataka,685.3,26.9,43.3,6.36,96.3,4.2,3.769
wheat,MP,483.4,24.0,53.9,6.2,179.9,1.57,6.178
groundnut,Karnataka,565.0,27.3,36.7,6.13,100.6,9.53,2.945
tomato,Karnataka,601.9,28.0,76.4,6.07,217.6,1.77,56.614
soybean,Punjab,1120.4,25.1,55.6,7.24,146.0,7.11,5.334
rice,Maharashtra,1067.4,22.8,65.1,6.92,126.1,12.51,9.264
rice,Punjab,929.5,34.6,59.5,5.59,143.8,11.96,8.157
soybean,AP,604.9,29.0,64.5,7.22,143.1,5.34,4.19
soybean,Karnataka,1472.8,30.6,75.3,6.7,146.0,13.57,6.692
rice,AP,1898.4,30.2,49.4,5.72,172.5,7.6,11.392
tomato,Punjab,980.6,20.6,68.8,6.08,261.7,3.43,62.003
maize,Maharashtra,924.7,33.9,54.7,6.91,157.2,4.02,10.221
tomato,MP,1009.8,25.1,79.7,6.05,186.5,14.56,58.674
cotton,AP,1203.6,27.6,83.0,7.56,153.8,0.64,4.713
cotton,Telangana,792.5,28.2,43.0,6.59,87.6,13.86,3.684
tomato,Telangana,638.7,26.7,48.8,6.47,159.7,14.3,50.202
soybean,Telangana,757.4,31.7,80.5,6.06,111.3,14.18,4.783
groundnut,Telangana,1040.9,34.2,80.1,6.37,113.3,10.41,4.47
maize,MP,595.5,26.1,63.6,6.15,133.3,10.41,8.771
rice,Karnataka,1038.9,29.8,46.3,6.35,150.3,3.94,9.68
wheat,Telangana,439.1,19.8,45.9,6.03,99.4,13.35,5.658
wheat,Telangana,1124.2,17.9,42.8,6.56,138.6,4.46,8.188
wheat,MP,1035.1,17.7,61.4,6.62,160.8,6.52,8.081
cotton,AP,1490.2,39.5,75.5,6.84,121.2,11.02,5.257
maize,Maharashtra,874.6,23.8,32.6,6.99,194.9,13.55,9.604
cotton,Telangana,1213.8,35.9,82.5,7.39,124.8,7.93,4.669
tomato,Telangana,464.3,18.2,79.2,6.14,191.0,13.07,51.109
cotton,AP,1182.7,25.7,30.2,6.75,86.6,14.43,3.864
cotton,Karnataka,1100.0,28.6,77.0,7.82,153.8,8.39,3.957
soybean,Maharashtra,1326.3,28.8,44.4,6.92,96.2,11.0,4.671
soybean,MP,704.5,22.2,61.0,7.02,107.2,9.41,4.387
wheat,Karnataka,833.0,11.9,46.5,7.26,164.5,2.83,6.914
soybean,AP,1117.5,21.1,63.8,7.02,127.5,13.21,5.259
wheat,MP,490.2,16.2,61.2,6.89,83.2,4.96,5.681
cotton,Maharashtra,1080.0,33.8,54.1,7.89,141.1,7.41,3.511
maize,MP,540.9,29.8,60.0,6.56,198.4,9.53,10.814
tomato,Telangana,657.6,28.8,82.2,6.18,227.1,14.7,61.203
maize,Karnataka,815.1,28.4,78.6,6.53,164.0,6.69,11.782
groundnut,MP,903.5,30.0,48.0,5.54,114.3,7.85,2.946
maize,Karnataka,760.9,23.7,62.7,5.84,215.8,2.07,10.856
rice,MP,1433.3,22.7,81.0,6.99,142.4,11.0,10.777
rice,MP,1726.6,25.2,46.7,5.6,169.7,3.71,10.089
groundnut,Punjab,975.5,31.3,79.1,6.91,100.8,3.26,3.908
wheat,Maharashtra,772.6,21.1,66.4,7.37,80.9,1.51,5.842
rice,Maharashtra,1518.7,25.5,64.3,5.8,127.4,2.62,9.818
soybean,Maharashtra,1326.5,26.1,50.3,6.57,141.5,12.96,6.112
soybean,AP,1151.5,23.4,43.3,6.22,86.1,11.18,4.564
